App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 04:04:44 PM","15 min 35 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
33156,1,33239,1652956,33242,2,33239,1400000,
33242,1,33353,1652956,33357,0,33354,1400000,
33357,1,33439,1652956,33442,5,33440,1400000,
33443,1,33559,1653028,33564,5,33559,1400000,
33565,1,33660,1652980,33663,24,33660,1400000,
33663,1,33788,1652980,33797,25,33790,1400000,
33798,1,33861,1653104,33866,23,33862,1400000,
33867,1,33981,1655336,33987,35,33983,1600000,
33987,1,34061,1656204,34067,21,34063,1600000,
34068,1,34192,1656080,34197,22,34193,1400000,
34197,1,34262,1656080,34271,23,34263,1400000,
34273,1,34382,1656204,34391,27,34383,1400000,
34392,1,34463,1657568,34468,25,34464,1400000,
34468,1,34581,1658444,34585,20,34581,1400000,
34586,1,34668,1658444,34673,17,34668,1400000,
34674,1,34794,1658444,34799,29,34795,1400000,
34800,1,34869,1658444,34872,14,34869,1400000,
34872,1,34990,1658444,34998,13,34990,1400000,
34999,1,35070,1658444,35073,26,35070,1400000,
35073,1,35195,1658196,35200,22,35196,1400000,
35204,1,35245,1658320,35248,24,35246,1400000,
35249,1,35362,1658320,35366,11,35363,1400000,
35366,1,35446,1658320,35449,2,35447,1400000,
35450,1,35561,1658468,35566,3,35563,1400000,
35566,1,35647,1658444,35650,7,35647,1400000,
35650,1,35763,1658444,35766,0,35764,1400000,
35767,1,35847,1658444,35850,0,35848,1400000,
35851,1,35963,1658444,35966,10,35963,1400000,
35966,1,36048,1658444,36051,3,36048,1400000,
36051,1,36163,1658444,36166,3,36163,1400000,
36166,1,36248,1658444,36251,5,36249,1400000,
36251,1,36364,1658444,36367,5,36364,1400000,
36367,1,36449,1658444,36452,5,36449,1400000,
36452,1,36564,1658452,36567,1,36565,1400000,
36567,1,36649,1658552,36652,4,36650,1400000,
36652,1,36765,1658552,36768,0,36765,1400000,
36768,1,36850,1658552,36853,4,36850,1400000,
36853,1,36965,1658552,36968,1,36966,1400000,
36968,1,37051,1658552,37053,0,37051,1400000,
37054,1,37166,1658552,37169,5,37166,1400000,
37169,1,37251,1658552,37254,2,37252,1400000,
37255,1,37368,1658552,37373,15,37368,1400000,
37374,1,37451,1658552,37454,5,37452,1400000,
37455,1,37567,1658544,37570,7,37567,1400000,
37570,1,37652,1658560,37655,7,37652,1400000,
37655,1,37767,1658684,37770,7,37767,1400000,
37770,1,37852,1658684,37856,4,37853,1400000,
37856,1,37968,1658684,37971,10,37968,1400000,
37971,1,38053,1658684,38056,8,38053,1400000,
38056,1,38168,1658684,38172,5,38169,1400000,
38172,1,38254,1658684,38257,2,38254,1400000,
38257,1,38369,1658560,38372,1,38369,1400000,
38372,1,38454,1658560,38457,2,38454,1400000,
38457,1,38572,1658692,38575,7,38573,1400000,
38575,1,38655,1658568,38658,28,38655,1600000,
38658,1,38785,1658444,38796,31,38786,1600000,
38797,1,38857,1659932,38863,29,38859,1600000,
38864,1,38973,1661420,38979,43,38974,1600000,
38980,1,39056,1662660,39061,29,39057,1600000,
39061,1,39180,1664148,39184,32,39180,1600000,
39184,1,39259,1665016,39262,31,39260,1600000,
39263,1,39378,1666452,39383,35,39379,1600000,
39383,1,39458,1667692,39462,28,39459,1600000,
39463,1,39575,1667652,39586,11,39576,1400000,
39586,1,39659,1667628,39662,14,39659,1400000,
39663,1,39781,1667504,39785,20,39782,1400000,
39785,1,39860,1667504,39863,13,39860,1400000,
39863,1,39975,1667504,39978,8,39975,1400000,
39979,1,40060,1667628,40063,19,40060,1600000,
40063,1,40177,1667504,40180,12,40178,1400000,
40181,1,40264,1667504,40271,6,40264,1400000,
40271,1,40376,1667628,40379,1,40376,1400000,
40379,1,40461,1667628,40464,5,40461,1400000,
40464,1,40576,1667580,40580,3,40577,1400000,
40580,1,40663,1667604,40667,10,40664,1600000,
40668,1,40777,1667604,40781,2,40778,1400000,
40781,1,40862,1667604,40865,2,40863,1600000,
40865,1,40977,1667728,40981,3,40978,1400000,
40981,1,41063,1667728,41066,0,41063,1400000,
41066,1,41178,1667728,41182,3,41179,1400000,
41182,1,41263,1667728,41266,0,41264,1400000,
41267,1,41378,1667728,41382,3,41379,1400000,
41382,1,41464,1667728,41467,7,41464,1400000,
41467,1,41579,1667712,41582,3,41580,1400000,
41582,1,41664,1667712,41667,5,41665,1600000,
41667,1,41782,1667588,41785,4,41783,1400000,
41785,1,41865,1667464,41869,17,41866,1400000,
41870,1,41997,1667340,42017,25,42004,1400000,
42018,1,42066,1667340,42071,24,42067,1400000,
42072,1,42186,1667588,42192,33,42186,1400000,
42192,1,42266,1667588,42275,19,42267,1400000,
42276,1,42392,1667712,42400,26,42393,1400000,
42401,1,42469,1667712,42473,23,42470,1400000,
42473,1,42595,1667744,42599,25,42595,1400000,
42600,1,42670,1667744,42676,20,42671,1400000,
42677,1,42802,1667868,42808,29,42802,1400000,
42808,1,42874,1667868,42902,18,42875,1600000,
42902,1,42974,1668612,43002,32,42975,1400000,
43003,1,43075,1668736,43101,23,43075,1400000,
43101,1,43175,1668860,43201,25,43175,1400000,
43201,1,43275,1668860,43280,22,43275,1400000,
43280,1,43401,1668860,43406,22,43401,1400000,
43406,1,43476,1668860,43496,11,43477,1400000,
43496,1,43576,1668860,43597,6,43577,1400000,
43597,1,43677,1668908,43701,6,43678,1400000,
43701,1,43777,1668908,43796,10,43777,1400000,
43797,1,43877,1668908,43898,7,43878,1400000,
43898,1,43978,1669032,43998,10,43978,1400000,
43998,1,44078,1669032,44100,6,44078,1400000,
44100,1,44178,1669032,44201,13,44179,1400000,
44201,1,44278,1669032,44284,11,44279,1400000,
44285,1,44395,1669156,44400,13,44395,1400000,
44400,1,44479,1669156,44502,2,44479,1400000,
44502,1,44579,1669172,44599,10,44580,1400000,
44599,1,44679,1669172,44699,6,44680,1400000,
44699,1,44780,1669172,44799,8,44780,1400000,
44799,1,44880,1669296,44899,6,44880,1400000,
44900,1,44980,1669296,45003,12,44981,1400000,
45004,1,45081,1669296,45105,13,45081,1400000,
45105,1,45181,1669172,45216,31,45181,1400000,
45216,1,45281,1669048,45288,57,45282,1600000,
45288,1,45404,1670660,45414,65,45405,1600000,
45414,1,45482,1671652,45508,58,45483,1600000,
45508,1,45582,1673156,45615,52,45584,1600000,
45615,1,45685,1673156,45724,57,45686,1500000,
45725,1,45787,1675264,45815,54,45789,1600000,
45815,1,45886,1676752,45920,58,45887,1600000,
45921,1,45986,1676752,46017,64,45987,1600000,
46019,1,46087,1676752,46113,49,46087,1400000,
46114,1,46187,1676876,46212,35,46188,1400000,
46212,1,46288,1677132,46294,21,46289,1400000,
46295,1,46404,1677132,46409,11,46404,1400000,
46410,1,46488,1677132,46508,13,46489,1400000,
46509,1,46589,1677132,46609,13,46589,1400000,
46609,1,46689,1677132,46709,11,46690,1400000,
46710,1,46789,1677132,46809,7,46790,1400000,
46810,1,46890,1677132,46909,4,46890,1400000,
46910,1,46990,1677132,47011,10,46990,1400000,
47011,1,47090,1677132,47110,7,47091,1400000,
47110,1,47190,1677132,47211,9,47191,1400000,
47211,1,47290,1677132,47295,8,47291,1400000,
47295,1,47405,1677132,47410,6,47406,1400000,
47411,1,47491,1677132,47511,2,47491,1400000,
47511,1,47591,1677232,47612,10,47592,1400000,
47612,1,47691,1677232,47713,8,47692,1400000,
47714,1,47792,1677232,47811,11,47792,1400000,
