App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 09:52:31 PM","57 min 32 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
43378,1,43474,1627928,43478,2,43475,1400000,
43479,1,43574,1627928,43578,8,43575,1400000,
43578,1,43675,1627904,43678,2,43675,1400000,
43678,1,43775,1627992,43778,4,43775,1400000,
43778,1,43875,1627992,43879,4,43876,1400000,
43879,1,43975,1627992,43979,2,43976,1400000,
43980,1,44076,1627992,44079,4,44076,1400000,
44079,1,44176,1627992,44179,14,44176,1400000,
44179,1,44276,1627992,44279,8,44277,1400000,
44280,1,44377,1627992,44380,2,44377,1400000,
44380,1,44477,1627992,44480,8,44477,1400000,
44481,1,44577,1627992,44581,6,44578,1400000,
44581,1,44678,1627992,44685,5,44678,1400000,
44686,1,44780,1628460,44784,12,44781,1400000,
44784,1,44890,1628212,44893,11,44891,1600000,
44894,1,44993,1629452,44996,30,44993,1600000,
44997,1,45093,1630692,45097,32,45093,1600000,
45098,1,45193,1632724,45196,32,45193,1600000,
45196,1,45293,1632724,45296,2,45294,1600000,
45297,1,45394,1632724,45399,5,45394,1400000,
45399,1,45495,1628188,45499,2,45496,1400000,
45499,1,45596,1628188,45601,6,45597,1400000,
45601,1,45697,1628132,45700,2,45697,1400000,
45700,1,45797,1628404,45800,4,45797,1600000,
45800,1,45897,1628404,45900,2,45898,1400000,
45901,1,45998,1628192,46002,2,45999,1400000,
46002,1,46099,1628192,46103,5,46099,1400000,
46104,1,46199,1628192,46202,4,46199,1400000,
46202,1,46301,1628192,46305,6,46302,1400000,
46305,1,46401,1628192,46405,2,46402,1400000,
46405,1,46502,1628068,46505,12,46502,1400000,
46505,1,46602,1627572,46609,8,46603,1400000,
46609,1,46703,1627636,46706,2,46703,1400000,
46706,1,46804,1627636,46815,4,46805,1400000,
46815,1,46853,1627512,46857,16,46854,1400000,
46857,1,46954,1627512,46957,3,46954,1400000,
46957,1,47054,1627512,47057,6,47054,1400000,
47058,1,47154,1627512,47159,2,47156,1400000,
47160,1,47254,1627512,47258,9,47255,1400000,
47258,1,47355,1627512,47358,0,47355,1400000,
47358,1,47455,1627636,47458,5,47455,1400000,
47458,1,47605,1628460,47609,1,47606,1600000,
47609,1,47655,1628816,47659,10,47656,1600000,
47659,1,47760,1628152,47766,29,47761,1600000,
47766,1,47912,1630756,47916,28,47913,1600000,
47916,1,47962,1631624,47971,25,47965,1600000,
47972,1,48063,1632120,48067,10,48063,1400000,
48067,1,48163,1632120,48166,0,48163,1400000,
48166,1,48263,1627584,48266,8,48264,1400000,
48267,1,48363,1627584,48367,4,48364,1400000,
48367,1,48464,1627708,48467,6,48464,1400000,
48467,1,48564,1627708,48567,5,48564,1400000,
48567,1,48664,1627708,48668,6,48664,1400000,
48668,1,48764,1627676,48768,2,48765,1400000,
48768,1,48865,1627676,48874,4,48865,1400000,
48874,1,48965,1627676,48968,2,48965,1400000,
48968,1,49065,1627676,49071,4,49066,1400000,
49072,1,49165,1627676,49169,6,49166,1400000,
49169,1,49266,1627676,49272,0,49266,1400000,
49272,1,49366,1627676,49370,1,49366,1400000,
49370,1,49466,1627676,49472,4,49468,1400000,
49472,1,49566,1627676,49570,2,49567,1400000,
49570,1,49667,1627628,49670,4,49667,1400000,
49671,1,49767,1627676,49771,8,49768,1400000,
49771,1,49868,1627580,49873,4,49869,1400000,
49873,1,49967,1627580,49972,4,49968,1400000,
49972,1,50068,1627580,50071,4,50068,1400000,
50071,1,50168,1627652,50171,2,50168,1400000,
50171,1,50268,1627652,50272,2,50268,1400000,
50272,1,50368,1627848,50372,4,50369,1400000,
50372,1,50469,1627384,50472,9,50469,1600000,
50472,1,50571,1628128,50577,31,50572,1600000,
50577,1,50670,1629972,50675,30,50671,1600000,
50675,1,50774,1631648,50778,27,50775,1600000,
50778,1,50871,1632144,50874,6,50871,1600000,
50874,1,50971,1632144,50974,6,50972,1400000,
50975,1,51071,1627484,51074,4,51072,1400000,
51075,1,51172,1627484,51175,6,51172,1400000,
51175,1,51272,1627608,51275,2,51272,1400000,
51275,1,51372,1627608,51377,8,51373,1400000,
51377,1,51472,1627608,51476,0,51473,1400000,
51476,1,51573,1627732,51577,10,51574,1400000,
51577,1,51674,1627716,51677,6,51674,1400000,
51677,1,51774,1627652,51777,5,51774,1400000,
51778,1,51874,1627652,51877,4,51875,1400000,
51878,1,51975,1627404,51979,0,51976,1400000,
51979,1,52075,1627404,52079,6,52076,1400000,
52079,1,52176,1627404,52179,0,52176,1400000,
52179,1,52276,1627404,52281,4,52276,1400000,
52281,1,52376,1627404,52379,5,52377,1400000,
52380,1,52476,1627404,52480,4,52477,1400000,
52480,1,52577,1627404,52580,6,52577,1400000,
52580,1,52677,1627460,52681,5,52678,1400000,
52681,1,52777,1627412,52781,8,52778,1400000,
52781,1,52877,1627412,52881,4,52878,1400000,
52881,1,52978,1627412,52981,6,52978,1400000,
52981,1,53078,1627412,53081,6,53078,1400000,
53081,1,53180,1627412,53185,5,53180,1400000,
53185,1,53280,1628228,53284,12,53281,1600000,
53284,1,53385,1628212,53389,27,53386,1600000,
53389,1,53486,1629896,53489,27,53486,1600000,
53489,1,53586,1631632,53593,31,53587,1600000,
53593,1,53686,1632316,53689,10,53687,1600000,
